Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_short,EMA_long,MACD,Signal,Std_Dev
2024-09-04 00:00:00-04:00,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,43840200,0.0,0.0,,,220.85000610351562,220.85000610351562,0.0,0.0,4.151792191035
2024-09-05 00:00:00-04:00,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,36615400,0.0,0.0,,,221.08539053109976,220.9633393464265,0.1220511846732677,0.02441023693465354,4.151792191035
2024-09-06 00:00:00-04:00,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423000,0.0,0.0,,,221.0445623454258,220.9527221595963,0.09184018582948283,0.037896226713619405,4.151792191035
2024-09-09 00:00:00-04:00,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67180000,0.0,0.0,,,221.02386100953098,220.9495578264491,0.07430318308186656,0.04517761798726884,4.151792191035
2024-09-10 00:00:00-04:00,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591000,0.0,0.0,221.01400451660157,,220.88326710196492,220.8873684030345,-0.004101301069567853,0.035321834175901505,4.151792191035
2024-09-11 00:00:00-04:00,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,44587100,0.0,0.0,221.37600402832032,,221.15661118814097,221.01867471852154,0.13793646961943296,0.0558447612646078,4.151792191035
2024-09-12 00:00:00-04:00,222.5,223.5500030517578,219.82000732421875,222.77000427246094,37498200,0.0,0.0,221.45400390625,,221.40482550880557,221.14840283362815,0.25642267517741857,0.09596034404716997,4.151792191035
2024-09-13 00:00:00-04:00,223.5800018310547,224.0399932861328,221.91000366210938,222.5,36766600,0.0,0.0,221.79000244140624,,221.57331389206624,221.2485211422483,0.3247927498179308,0.14172682520132215,4.151792191035
2024-09-16 00:00:00-04:00,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400,0.0,0.0,220.87200317382812,,220.76511288162817,220.88344604461648,-0.1183331629883071,0.0897148275633963,4.151792191035
2024-09-17 00:00:00-04:00,215.75,216.89999389648438,214.5,216.7899932861328,45519300,0.0,0.0,220.20800170898437,,220.15355602078273,220.58022732176585,-0.42667130098311645,-0.013562398145906249,4.151792191035
2024-09-18 00:00:00-04:00,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900,0.0,0.0,219.81400146484376,,220.2360862393402,220.5883588121096,-0.3522725727693796,-0.08130443307060092,4.151792191035
2024-09-19 00:00:00-04:00,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300,0.0,0.0,221.03399963378905,,221.5643799128552,221.2018133532265,0.36256655962870354,0.007469765469259981,4.151792191035
2024-09-20 00:00:00-04:00,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900,0.0,0.0,222.1739990234375,,222.5852440721455,221.72019732322764,0.8650467489178766,0.1789851621589833,4.151792191035
2024-09-23 00:00:00-04:00,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54146000,0.0,0.0,224.20399780273436,60.0213971489333,223.18289901807748,222.07203464896656,1.1108643691109137,0.3653610035493694,4.151792191035
2024-09-24 00:00:00-04:00,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,43556100,0.0,0.0,226.31999816894532,61.264677503545805,223.82706764870977,222.4644761651311,1.362591483578683,0.5648070995552321,4.151792191035
2024-09-25 00:00:00-04:00,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,42308700,0.0,0.0,227.45599670410155,57.022164741368385,224.21828725924482,222.75377386528342,1.464513393961397,0.7447483584364651,4.151792191035
2024-09-26 00:00:00-04:00,227.3000030517578,228.5,225.41000366210938,227.52000427246094,36636700,0.0,0.0,227.18599853515624,61.964286784737055,224.72624372281652,223.1068279695188,1.6194157532977158,0.9196818374087153,4.151792191035
2024-09-27 00:00:00-04:00,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,34026000,0.0,0.0,227.10399780273437,62.20723054922479,225.19758980948055,223.4537291040828,1.7438607053977364,1.0845176110065196,4.151792191035
2024-09-30 00:00:00-04:00,230.0399932861328,233.0,229.64999389648438,233.0,54541900,0.0,0.0,228.40999755859374,69.77601545450757,226.397960608022,224.16086028155817,2.237100326463832,1.3150341540979822,4.151792191035
2024-10-01 00:00:00-04:00,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,63285000,0.0,0.0,228.1779998779297,54.81944857021762,226.36904462430587,224.31264890617365,2.0563957181322223,1.4633064669048303,4.151792191035
2024-10-02 00:00:00-04:00,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,32880600,0.0,0.0,228.26000061035157,55.376774618581045,226.43226834045834,224.49541556344204,1.9368527770162984,1.5580157289271241,4.151792191035
2024-10-03 00:00:00-04:00,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,33919900,0.0,0.0,227.88999938964844,54.15683394794078,226.31499600637943,224.5824216823682,1.7325743240112388,1.5929274479439473,4.151792191035
