Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_short,EMA_long,MACD,Signal,Std_Dev
221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,36615400,0.0,0.0,,,222.3800048828125,222.3800048828125,0.0,0.0,4.121046545363589
223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423000,0.0,0.0,,,222.14000525841345,222.26444950810185,-0.12444424968839485,-0.02488884993767897,4.121046545363589
220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67180000,0.0,0.0,,,221.95077424359744,222.16412018617646,-0.21334594257902495,-0.06258026846594816,4.121046545363589
218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591000,0.0,0.0,,,221.66757830002115,222.0119631805598,-0.3443848805386551,-0.11894119088048956,4.121046545363589
221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,44587100,0.0,0.0,221.37600402832032,,221.82025912495777,222.0599661791931,-0.239707054235339,-0.14309436355145946,4.121046545363589
222.5,223.5500030517578,219.82000732421875,222.77000427246094,37498200,0.0,0.0,221.45400390625,,221.9663737630352,222.11256159350927,-0.14618783047407646,-0.14371305693598288,4.121046545363589
223.5800018310547,224.0399932861328,221.91000366210938,222.5,36766600,0.0,0.0,221.79000244140624,,222.04847010718362,222.1412607347308,-0.09279062754717415,-0.13352857105822113,4.121046545363589
216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400,0.0,0.0,220.87200317382812,,221.16716814057364,221.71005677839656,-0.5428886378229265,-0.21540058441116222,4.121046545363589
215.75,216.89999389648438,214.5,216.7899932861328,45519300,0.0,0.0,220.20800170898437,,220.49375662450583,221.34560763082146,-0.851851006315627,-0.34269066879205523,4.121046545363589
217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900,0.0,0.0,219.81400146484376,,220.52394828864436,221.29704428345738,-0.7730959948130192,-0.428771733996248,4.121046545363589
224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300,0.0,0.0,221.03399963378905,,221.8079554930356,221.85800360447445,-0.0500481114388549,-0.3530270094847694,4.121046545363589
229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900,0.0,0.0,222.1739990234375,,222.7913464861443,222.32778088919798,0.4635655969463244,-0.18970848819855066,4.121046545363589
227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54146000,0.0,0.0,224.20399780273436,,223.35729336838415,222.63461202486505,0.7226813435190991,-0.007230521855020711,4.121046545363589
228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,43556100,0.0,0.0,226.31999816894532,59.10250843381542,223.97463209896927,222.98538114281484,0.9892509561544216,0.19206577374686776,4.121046545363589
224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,42308700,0.0,0.0,227.45599670410155,57.022164741368385,224.34314948638746,223.23609328906468,1.1070561973227768,0.3750638584620496,4.121046545363589
227.3000030517578,228.5,225.41000366210938,227.52000427246094,36636700,0.0,0.0,227.18599853515624,61.964286784737055,224.8318963765526,223.55342002857552,1.2784763479770902,0.5557463563650578,4.121046545363589
228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,34026000,0.0,0.0,227.10399780273437,62.20723054922479,225.28698820879572,223.86724026987605,1.41974793891967,0.7285466728759802,4.121046545363589
230.0399932861328,233.0,229.64999389648438,233.0,54541900,0.0,0.0,228.40999755859374,69.77601545450757,226.47360540744253,224.543740990626,1.9298644168165424,0.9688102216640927,4.121046545363589
229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,63285000,0.0,0.0,228.1779998779297,54.81944857021762,226.4330517622771,224.66716808123644,1.7658836810406626,1.1282249135394067,4.121046545363589
225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,32880600,0.0,0.0,228.26000061035157,55.376774618581045,226.486428226434,224.82367405887055,1.6627541675634347,1.2351307643442124,4.121046545363589
225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,34044200,0.0,0.0,227.88999938964844,54.15683394794078,226.36082360220496,224.8863647336909,1.4744588685140627,1.2829963851781825,4.121046545363589
227.89999389648438,228.0,224.1300048828125,226.8000030517578,37245100,0.0,0.0,227.69200134277344,65.8403942195524,226.42838967136694,225.02811572021437,1.4002739511525704,1.3064518983730602,4.121046545363589
