Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_short,EMA_long,MACD,Signal
2023-01-03 00:00:00-05:00,129.06608634479036,129.68030452162526,123.01301700389877,123.90463256835938,112117500,0.0,0.0,,,123.90463256835938,123.90463256835938,0.0,0.0
2023-01-04 00:00:00-05:00,125.70766994061988,127.46118175357807,123.91453748902029,125.18260955810547,89113600,0.0,0.0,,,124.1012444129357,123.9992975305628,0.10194688237289995,0.02038937647457999
2023-01-05 00:00:00-05:00,125.94541960189177,126.57945557621458,123.59750773264496,123.8550796508789,80962700,0.0,0.0,,,124.0633729110808,123.9886147246603,0.07475818642051024,0.03126313846376604
2023-01-06 00:00:00-05:00,124.83587539185405,129.07598675452044,123.72630852461685,128.4122314453125,87754700,0.0,0.0,,,124.73242807019338,124.3162900373012,0.416138032892178,0.10823811734944844
2023-01-09 00:00:00-05:00,129.25431194699144,132.16692012612083,128.6797144387554,128.93728637695312,70790800,0.0,0.0,126.05836791992188,,125.37932934815642,124.6585860624606,0.7207432856958178,0.2307391510187223
2023-01-10 00:00:00-05:00,129.04626472881955,130.0369469810136,126.9262053137887,129.5118865966797,63896200,0.0,0.0,127.17981872558593,,126.01510738639078,125.01808980573608,0.997017580654699,0.3839948369459177
2023-01-11 00:00:00-05:00,130.02703651215805,132.2659728036448,129.24440423893634,132.2461700439453,69458900,0.0,0.0,128.5925308227539,,126.97373241062994,125.55350315671454,1.4202292539153945,0.591241720339813
2023-01-12 00:00:00-05:00,132.63255304930072,133.00900204936303,130.21528578423369,132.16693115234375,71379600,0.0,0.0,130.25490112304686,,127.77268606320129,126.04338671194634,1.7292993512549515,0.8188532465228407
2023-01-13 00:00:00-05:00,130.79979015763362,133.66286155971395,130.43324252349805,133.5043487548828,57809700,0.0,0.0,131.27332458496093,,128.65448032345998,126.59605056697866,2.058429756481317,1.0667685485145362
2023-01-17 00:00:00-05:00,133.5736971381636,136.01076714573364,132.88022254725394,134.67335510253906,63646600,0.0,0.0,132.42053833007813,,129.58046105870292,127.19436942146463,2.3860916372382945,1.3306331662592878
2023-01-18 00:00:00-05:00,135.54516395450995,137.31847867792905,133.77183411447814,133.95016479492188,69672800,0.0,0.0,133.30819396972657,,130.25272317196738,127.6947987083874,2.5579244635799796,1.5760914257234262
2023-01-19 00:00:00-05:00,132.83068343300204,134.98046219115392,132.52357434135348,134.0095977783203,58280400,0.0,0.0,133.66087951660157,,130.83070388063706,128.1625616024565,2.668142278180568,1.7945015962148547
2023-01-20 00:00:00-05:00,134.01949425343062,136.7339690742396,132.96937348173864,136.58535766601562,80223600,0.0,0.0,134.54456481933593,,131.71603523223376,128.7864724219794,2.9295628102543674,2.021513839022757
2023-01-23 00:00:00-05:00,136.83305066300062,141.98461132711176,136.61509932182912,139.79519653320312,81760300,0.0,0.0,135.802734375,89.42973628294192,132.9589831246906,129.6019334672552,3.3570496574353967,2.288621002705285
2023-01-24 00:00:00-05:00,139.00261908907294,141.82606944686427,138.9927177089085,141.20193481445312,66435100,0.0,0.0,137.10845031738282,90.11950956062329,134.2271295385002,130.4611928263069,3.7659367121933087,2.58408414460289
2023-01-25 00:00:00-05:00,139.577199392496,141.10284316347224,137.5165788263268,140.5381622314453,65799300,0.0,0.0,138.4260498046875,86.6603182536667,135.19805764510716,131.20763500446532,3.990422640641839,2.86535184381068
2023-01-26 00:00:00-05:00,141.8359895668473,142.90592831379684,140.57781875562705,142.61863708496094,54105100,0.0,0.0,140.14785766601562,93.24205190853009,136.3396852512385,132.05289441783538,4.286790833403131,3.1496396417291703
2023-01-27 00:00:00-05:00,141.82607255467883,145.85814139515608,141.7468161617938,144.57025146484375,70555800,0.0,0.0,141.74483642578124,92.3197001063056,137.6059262071778,132.98010605094711,4.625820156230674,3.444875744629471
2023-01-30 00:00:00-05:00,143.60930055564666,144.19379943458304,141.51896047707112,141.6675567626953,64015300,0.0,0.0,142.1193084716797,79.64932182175245,138.23079244648818,133.62362091848402,4.607171528004159,3.677334901304409
2023-01-31 00:00:00-05:00,141.37034507356978,142.99506325572318,140.95426036898775,142.94552612304688,65874500,0.0,0.0,142.46802673339843,80.29492913758656,138.95613608903568,134.3141324151183,4.6420036739173725,3.870268655827002
2023-02-01 00:00:00-05:00,142.62850274013906,145.24390287202633,140.00320122925928,144.07489013671875,77663600,0.0,0.0,143.1753723144531,78.75723283132284,139.74363671175615,135.03715150560723,4.706485206148926,4.037511965891387
2023-02-02 00:00:00-05:00,147.5125952216493,149.7713497604177,146.78940134197146,149.4147186279297,118339000,0.0,0.0,144.5345886230469,83.39086792252179,141.23149546809054,136.1021564776311,5.129338990459445,4.255877370804999
2023-02-03 00:00:00-05:00,146.650694098628,155.91357929902122,146.45256066946374,153.06040954589844,154357300,0.0,0.0,146.2326202392578,84.75350890513482,143.05132840313792,137.35832337157683,5.693005031561086,4.543302902956216
2023-02-06 00:00:00-05:00,151.14840777621896,151.6734681928697,149.3750779703429,150.31622314453125,69858300,0.0,0.0,147.962353515625,76.32543804641851,144.16900451719843,138.31816779920308,5.8508367179953495,4.804809665964044
2023-02-07 00:00:00-05:00,149.23636936430097,153.7835971367229,149.23636936430097,153.20899963378906,83322600,0.0,0.0,150.01504821777343,80.20506419144813,145.55977299667393,139.4211923795428,6.13858061713114,5.071563856197463
2023-02-08 00:00:00-05:00,152.4461995562201,153.13967415379201,149.76144382973365,150.50445556640625,64120100,0.0,0.0,151.30096130371095,73.88810539160549,146.32049339201737,140.24217483782897,6.0783185541883995,5.272914795795652
2023-02-09 00:00:00-05:00,152.34710695927657,152.89198519064092,149.0184141745724,149.46421813964844,56007100,0.0,0.0,151.31086120605468,69.51949917091233,146.80414335319136,140.92528915648228,5.878854196709085,5.394102675978339
2023-02-10 00:00:00-05:00,148.29346974183315,150.15878602646848,148.05533749414406,149.83135986328125,57450700,0.23,0.0,150.66505126953126,66.64535793605964,147.26986897012827,141.58499809772667,5.6848708724016035,5.452256315262993
2023-02-13 00:00:00-05:00,149.77182597564106,153.05598886631992,149.742061338058,152.64920043945312,62199000,0.0,0.0,151.13164672851562,68.13678987561129,148.09745842694747,142.40456864155828,5.692889785389184,5.500383009288232
2023-02-14 00:00:00-05:00,150.9326697312374,152.56980025240625,149.68250972027408,152.00424194335938,61707600,0.0,0.0,150.89069519042968,68.17743537492967,148.698502044857,143.1156555528028,5.582846492054216,5.516875705841429
2023-02-15 00:00:00-05:00,151.91497123686426,154.28631659044805,151.6867706347193,154.11764526367188,65573800,0.0,0.0,151.61333312988282,68.21062490847554,149.53221638621315,143.93061775360792,5.601598632605231,5.533820291194189
2023-02-16 00:00:00-05:00,152.311833332486,155.1098302117294,152.153093654982,152.51028442382812,68167900,0.0,0.0,152.22254638671876,62.71300398034163,149.99038069969237,144.56614861806867,5.4242320816237,5.511902649280091
2023-02-17 00:00:00-05:00,151.16087804038997,151.80579857978736,149.6725858974509,151.35931396484375,59144100,0.0,0.0,152.52813720703125,66.43993007402071,150.20098581740797,145.06934605116314,5.131639766244831,5.435850072673039
2023-02-21 00:00:00-05:00,149.02768252877632,150.11910305943672,147.25166018127678,147.32110595703125,58867200,0.0,0.0,151.46251831054687,56.786683277700256,149.75792737735,145.23614308122745,4.521784296122547,5.253036917362941
2023-02-22 00:00:00-05:00,147.70803017150868,148.7796023370155,146.0113855975576,147.7477264404297,51011300,0.0,0.0,150.61121520996093,55.82365599098421,149.44866569474686,145.42218629302022,4.026479401726647,5.007725414235682
2023-02-23 00:00:00-05:00,148.91853416384384,149.16658289759923,146.09078768284863,148.23391723632812,48394200,0.0,0.0,149.4344696044922,47.78711462165766,149.2617813165286,145.63046265919118,3.631318657337431,4.732444062856032
