Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_short,EMA_long,MACD,Signal
2023-09-27 00:00:00-04:00,128.25243971316056,130.57667122415683,128.25243971316056,130.21755981445312,22746500,0.0,0.0,,,130.21755981445312,130.21755981445312,0.0,0.0
2023-09-28 00:00:00-04:00,129.51928462837975,132.97074494129637,129.46940508682422,131.98318481445312,22513100,0.0,0.0,,,130.48919442983774,130.34834685149016,0.1408475783475751,0.028169515669515022
2023-09-29 00:00:00-04:00,132.95079440467438,133.71889675053498,130.03800869206094,130.53677368164062,30848100,0.0,0.0,,,130.4965143147305,130.36230439446427,0.13420992026621548,0.04937759658885511
2023-10-02 00:00:00-04:00,130.88591237983783,134.0879750185937,130.84600265773477,133.83859252929688,22288000,0.0,0.0,,,131.01068019389456,130.61980721926668,0.3908729746278823,0.11767667219666056
2023-10-03 00:00:00-04:00,133.60917004954786,133.92837173317633,131.51435097029292,132.10289001464844,22989400,0.0,0.0,131.73580017089844,,131.17871247401052,130.72966520410978,0.4490472699007455,0.18395079173747758
2023-10-04 00:00:00-04:00,132.4619994531678,135.2351468032038,132.2026471377556,134.9059600830078,26752300,0.0,0.0,132.67348022460936,,131.75213518308703,131.03902038032444,0.7131148027625898,0.28978359394250003
2023-10-05 00:00:00-04:00,134.7363739013672,135.1553346421708,133.12036507701188,134.7363739013672,19832600,0.0,0.0,133.2241180419922,,132.2112488320532,131.3128984189202,0.898350413132988,0.41149695778059764
2023-10-06 00:00:00-04:00,133.67896922362212,137.81872721844277,133.67896922362212,137.2401580810547,27583200,0.0,0.0,134.564794921875,,132.98492717805343,131.75195469018942,1.2329724878640036,0.5757920637972789
2023-10-09 00:00:00-04:00,136.6017544115941,138.59681432069618,135.27503774550934,138.07809448242188,19278100,0.0,0.0,135.4126953125,,133.7684913787255,132.2205576377622,1.547933740963316,0.7702203992304864
2023-10-10 00:00:00-04:00,138.15789448380286,139.37488220885712,136.9907862991719,137.71897888183594,27786600,0.0,0.0,136.5359130859375,,134.37625868689634,132.62784810028617,1.748410586610163,0.9658584367064217
2023-10-11 00:00:00-04:00,138.23771494284787,140.76146472952036,138.23771494284787,140.20285034179688,25884300,0.0,0.0,137.5952911376953,,135.27265740303488,133.1889593774351,2.083698025599773,1.189426354485092
2023-10-12 00:00:00-04:00,140.70160364143942,140.87118190779321,137.91848653438217,138.62673950195312,24765500,0.0,0.0,138.3733642578125,,135.7886700336377,133.5917579051772,2.1969121284604967,1.390923509280173
2023-10-13 00:00:00-04:00,139.03573629784754,139.6542000272161,136.28254375580707,137.02072143554688,23420500,0.0,0.0,138.32947692871093,,135.97821640316218,133.8457552037231,2.132461199439092,1.5392310473119568
2023-10-16 00:00:00-04:00,137.82869801280674,139.28509829600148,137.64914994532802,138.75640869140625,28501900,0.0,0.0,138.46513977050782,69.12418647313805,136.40563060135358,134.20950731392185,2.196123287431732,1.6706094953359119
2023-10-17 00:00:00-04:00,138.28758913864792,139.5544412828263,136.84115845792,139.37489318847656,23515800,0.0,0.0,138.79632263183595,69.95651124263189,136.86244023014171,134.5921284898148,2.2703117403269175,1.790549944334113
2023-10-18 00:00:00-04:00,139.1055419923772,140.37240923167073,137.0406630071995,137.61923217773438,23375000,0.0,0.0,138.27959899902345,62.28793429472892,136.9788697605406,134.81635839262367,2.1625113679169203,1.8649422290506747
2023-10-19 00:00:00-04:00,138.15790703249064,139.31504550257768,137.04067828680664,137.40975952148438,26066000,0.0,0.0,138.03620300292968,65.83905928025375,137.0451604929935,135.0084621799467,2.0366983130467986,1.8992934458498996
2023-10-20 00:00:00-04:00,136.99078288857498,137.52944233687901,134.74634061529457,135.2650604248047,26315200,0.0,0.0,137.68507080078126,53.472549825155994,136.77129894404138,135.02746945734359,1.7438294866977913,1.868200654019478
2023-10-23 00:00:00-04:00,134.706426238271,137.31996483425695,133.61912233875927,136.16282653808594,26317900,0.0,0.0,137.16635437011718,60.30374660571804,136.6776878046636,135.11156998184302,1.566117822820587,1.8077840877797
2023-10-24 00:00:00-04:00,137.4895574605989,139.0157770955564,137.0805665202248,138.46713256835938,44814300,0.0,0.0,136.98480224609375,59.272679595217944,136.95298699907835,135.36013017343683,1.592856825641519,1.764798635352064
2023-10-25 00:00:00-04:00,127.84344040707799,127.99306380922131,124.76106894358492,125.29973602294922,84366200,0.0,0.0,134.52090301513672,35.34697654978879,135.16017915659694,134.61491579191923,0.5452633646777088,1.5208915812171928
2023-10-26 00:00:00-04:00,122.96551887056602,124.02290583816598,120.97045888485647,121.97796630859375,57061100,0.0,0.0,131.4345443725586,26.888280210565526,133.1321464107503,133.67884545982105,-0.5466990490707531,1.1073734551596037
2023-10-27 00:00:00-04:00,122.57647808155141,123.00541626645175,119.91307492929911,121.86823272705078,44566500,0.0,0.0,128.75517883300782,24.899635590539205,131.39923661325807,132.80398525739363,-1.4047486441355659,0.6049490353005698
2023-10-30 00:00:00-04:00,122.90566778759941,125.09026087677694,122.44680491056916,124.15258026123047,28940100,0.0,0.0,126.35312957763672,30.174967126908527,130.28436640525382,132.16314044286304,-1.8787740376092188,0.10820442071861208
2023-10-31 00:00:00-04:00,124.751096539292,125.06033600746238,122.38695536358645,123.77352142333984,26292300,0.0,0.0,123.4144073486328,24.417522474992225,129.28269794649782,131.54168718215763,-2.2589892356598114,-0.3652343105570726
2023-11-01 00:00:00-04:00,123.76353866136154,126.17755927617083,123.41440470641795,126.13765716552734,30082400,0.0,0.0,123.58199157714844,31.018787465993768,128.7988455186562,131.14138866240725,-2.342543143751044,-0.7606960771958668
2023-11-02 00:00:00-04:00,128.1027977872887,128.66141213889097,126.61648025288991,127.17509460449219,27124600,0.0,0.0,124.62141723632813,34.773213402455,128.5490376857079,130.8475891025617,-2.2985514168537975,-1.068267145127453
2023-11-03 00:00:00-04:00,127.7037937128492,129.2100585197001,127.54418526122137,128.7811279296875,26380100,0.0,0.0,126.00399627685547,34.51057893292783,128.58474387708938,130.694517904571,-2.1097740274816204,-1.2765685215982865
2023-11-06 00:00:00-05:00,128.73123560644035,130.01804246983335,128.35216937673005,129.9282684326172,19052700,0.0,0.0,127.15913391113281,35.5683998274998,128.7914399625552,130.63775868442627,-1.8463187218710857,-1.3905185616528466
2023-11-07 00:00:00-05:00,130.38714732466838,131.58418022837037,129.55919563415722,130.64649963378906,29757300,0.0,0.0,128.53372955322266,38.9990591910391,129.07683375812962,130.63840616215685,-1.5615724040272312,-1.4247293301277237
2023-11-08 00:00:00-05:00,130.64649708714379,131.8834396888141,130.45696396370812,131.51434326171875,26425800,0.0,0.0,129.60906677246095,40.88804542086324,129.45183522022026,130.70329039175402,-1.2514551715337632,-1.3900744984089317
