Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_short,EMA_long,MACD,Signal
2024-09-03 00:00:00-04:00,228.5500030517578,229.0,221.1699981689453,222.77000427246094,50190600,0.0,0.0,,,222.77000427246094,222.77000427246094,0.0,0.0
2024-09-04 00:00:00-04:00,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,43840200,0.0,0.0,,,222.47461993877704,222.62778218587238,-0.153162247095338,-0.0306324494190676
2024-09-05 00:00:00-04:00,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,36615400,0.0,0.0,,,222.46006377632096,222.60942831157166,-0.14936453525069737,-0.05437886658539356
2024-09-06 00:00:00-04:00,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423000,0.0,0.0,,,222.2077473990745,222.47687860880478,-0.2691312097302898,-0.09732933521437281
2024-09-09 00:00:00-04:00,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67180000,0.0,0.0,221.54600524902344,,222.00809451646447,222.36081379793845,-0.3527192814739806,-0.14840732446629437
2024-09-10 00:00:00-04:00,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591000,0.0,0.0,221.01400451660157,,221.71608006937018,222.19408689515424,-0.47800682578406395,-0.21432722472984828
2024-09-11 00:00:00-04:00,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,44587100,0.0,0.0,221.37600402832032,,221.86129908363773,222.22859924826201,-0.3673001646242824,-0.24492181270873511
2024-09-12 00:00:00-04:00,222.5,223.5500030517578,219.82000732421875,222.77000427246094,37498200,0.0,0.0,221.45400390625,,222.00109988191824,222.26870332412858,-0.26760344221034416,-0.24945813860905694
2024-09-13 00:00:00-04:00,223.5800018310547,224.0399932861328,221.91000366210938,222.5,36766600,0.0,0.0,221.79000244140624,,222.0778537462385,222.28583641123015,-0.20798266499164697,-0.24116304388557497
2024-09-16 00:00:00-04:00,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400,0.0,0.0,220.87200317382812,,221.19203121977392,221.8439231455256,-0.65189192575167,-0.323308820258794
2024-09-17 00:00:00-04:00,215.75,216.89999389648438,214.5,216.7899932861328,45519300,0.0,0.0,220.20800170898437,,220.51479461459837,221.46955797075577,-0.9547633561574003,-0.4495997274385153
2024-09-18 00:00:00-04:00,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900,0.0,0.0,219.81400146484376,,220.5417496648765,221.4118131167299,-0.8700634518533832,-0.5336924723214889
2024-09-19 00:00:00-04:00,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300,0.0,0.0,221.03399963378905,,221.82301819600127,221.9642710426897,-0.14125284668841687,-0.4552045471948745
2024-09-20 00:00:00-04:00,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900,0.0,0.0,222.1739990234375,59.61742194932112,222.80409185019218,222.42617666532323,0.3779151848689537,-0.2885806007821089
2024-09-23 00:00:00-04:00,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54146000,0.0,0.0,224.20399780273436,56.174899679493876,223.36807790719388,222.725719224981,0.6423586822128868,-0.10239274418310976
2024-09-24 00:00:00-04:00,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,43556100,0.0,0.0,226.31999816894532,61.264677503545805,223.98375747796211,223.06973966144074,0.9140178165213797,0.10088936795778813
2024-09-25 00:00:00-04:00,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,42308700,0.0,0.0,227.45599670410155,57.022164741368385,224.35087096091988,223.3142030285331,1.0366679323867913,0.2880450808435888
2024-09-26 00:00:00-04:00,227.3000030517578,228.5,225.41000366210938,227.52000427246094,36636700,0.0,0.0,227.18599853515624,61.964286784737055,224.83842993192619,223.62574386141665,1.212686070509534,0.47297327877677786
2024-09-27 00:00:00-04:00,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,34026000,0.0,0.0,227.10399780273437,62.20723054922479,225.29251660180412,223.934206781766,1.35830982003813,0.6500405870290484
2024-09-30 00:00:00-04:00,230.0399932861328,233.0,229.64999389648438,233.0,54541900,0.0,0.0,228.40999755859374,69.77601545450757,226.47828327844962,224.6057470201537,1.8725362582959235,0.8945397212824235
2024-10-01 00:00:00-04:00,229.5500030517578,229.6199951171875,224.52000427246094,224.9250030517578,23727511,0.0,0.0,227.9209991455078,52.97127230320793,226.2393170897278,224.62939561508736,1.60992147464043,1.0376160719540248
